,iter,total_loss,loss_b,loss_v
0,0,4.20673131942749,0.9872990846633911,3.2194321155548096
1,10,3.8218159675598145,0.6259253621101379,3.1958906650543213
2,20,3.2983908653259277,0.1725560426712036,3.1258349418640137
3,30,2.969585418701172,0.03998515009880066,2.929600238800049
4,40,2.9144015312194824,0.1554975062608719,2.758903980255127
5,50,2.726274013519287,0.05391547828912735,2.672358512878418
6,60,2.3955180644989014,0.033847227692604065,2.361670732498169
7,70,1.5921462774276733,0.017699703574180603,1.5744465589523315
8,80,0.8079181909561157,0.01808031089603901,0.7898378968238831
9,90,0.6884964108467102,0.08362233638763428,0.6048740744590759
10,100,0.5940276980400085,0.0003866392362397164,0.5936410427093506
11,110,0.5859235525131226,0.0032303244806826115,0.5826932191848755
12,120,0.5615324974060059,5.486309964908287e-05,0.5614776611328125
13,130,0.5472158789634705,2.873682024073787e-05,0.5471871495246887
14,140,0.5383472442626953,0.00043802475556731224,0.537909209728241
15,150,0.5319230556488037,0.001456241705454886,0.5304667949676514
16,160,0.5269656181335449,0.0016429855022579432,0.5253226161003113
17,170,0.5221375226974487,0.001431778073310852,0.5207057595252991
18,180,0.5173099040985107,0.0010254599619656801,0.5162844657897949
19,190,0.512509822845459,0.0009063623147085309,0.5116034746170044
20,200,0.5077274441719055,0.0006493685650639236,0.5070780515670776
21,210,0.5029134750366211,0.000415921735111624,0.5024975538253784
22,220,0.4980272054672241,0.00030755854095332325,0.4977196455001831
23,230,0.49306702613830566,0.00018194899894297123,0.4928850829601288
24,240,0.48805302381515503,8.942624117480591e-05,0.48796358704566956
25,250,0.48302051424980164,3.36739540216513e-05,0.48298683762550354
26,260,0.47800979018211365,1.1437582543294411e-05,0.4779983460903168
27,270,0.4730493426322937,2.2914260625839233e-05,0.47302642464637756
28,280,0.46814581751823425,6.270957237575203e-05,0.46808311343193054
29,290,0.4632743000984192,0.00012730433081742376,0.46314698457717896
30,300,0.45836955308914185,0.00021407839085441083,0.45815548300743103
31,310,0.45332297682762146,0.0003204916138201952,0.4530024826526642
32,320,0.44797492027282715,0.0004446936654858291,0.44753023982048035
33,330,0.44209909439086914,0.0005856483476236463,0.44151344895362854
34,340,0.43537262082099915,0.0007418094901368022,0.434630811214447
35,350,0.42731916904449463,0.0009069858933798969,0.4264121949672699
36,360,0.417216032743454,0.0010624342830851674,0.41615360975265503
37,370,0.40398845076560974,0.001165080233477056,0.4028233587741852
38,380,0.38633427023887634,0.0011774448212236166,0.3851568400859833
