,iter,total_loss,loss_b,loss_v
0,0,9.511466979980469,0.9295697212219238,8.581897735595703
1,10,9.195345878601074,0.5995620489120483,8.595784187316895
2,20,9.193888664245605,0.3872220516204834,8.806666374206543
3,30,9.170141220092773,0.5247969627380371,8.645344734191895
4,40,9.167574882507324,0.5069249272346497,8.660650253295898
5,50,9.167786598205566,0.463451623916626,8.70433521270752
6,60,9.166681289672852,0.49619996547698975,8.67048168182373
7,70,9.1663818359375,0.48599743843078613,8.680384635925293
8,80,9.166351318359375,0.48301854729652405,8.683332443237305
9,90,9.166287422180176,0.488876610994339,8.677411079406738
10,100,9.166219711303711,0.48423975706100464,8.68198013305664
11,110,9.166156768798828,0.4868083894252777,8.67934799194336
12,120,9.166092872619629,0.48561087250709534,8.680481910705566
13,130,9.166023254394531,0.48597097396850586,8.680052757263184
14,140,9.165948867797852,0.4858742356300354,8.680074691772461
15,150,9.165882110595703,0.4857844114303589,8.680097579956055
16,160,9.165806770324707,0.4858138859272003,8.67999267578125
17,170,9.165726661682129,0.4857134222984314,8.680013656616211
18,180,9.165645599365234,0.4857081174850464,8.679937362670898
19,190,9.165555953979492,0.4856349229812622,8.67992115020752
20,200,9.165465354919434,0.485598623752594,8.679866790771484
21,210,9.16536808013916,0.48553669452667236,8.679831504821777
22,220,9.165263175964355,0.4854826331138611,8.679780960083008
23,230,9.16515064239502,0.4854198694229126,8.679730415344238
24,240,9.16502857208252,0.48535388708114624,8.679675102233887
25,250,9.164898872375488,0.48528382182121277,8.679615020751953
26,260,9.164758682250977,0.48520708084106445,8.67955207824707
27,270,9.164609909057617,0.4851253628730774,8.679484367370605
28,280,9.164435386657715,0.48503604531288147,8.679399490356445
29,290,9.164247512817383,0.4849393963813782,8.67930793762207
30,300,9.164033889770508,0.48483365774154663,8.679200172424316
31,310,9.163787841796875,0.48471781611442566,8.679070472717285
32,320,9.1635103225708,0.48459067940711975,8.678919792175293
33,330,9.163179397583008,0.48445039987564087,8.678729057312012
34,340,9.162787437438965,0.4842955470085144,8.678491592407227
35,350,9.162306785583496,0.48412489891052246,8.678181648254395
36,360,9.161714553833008,0.4839373230934143,8.677777290344238
37,370,9.160941123962402,0.48373377323150635,8.677206993103027
38,380,9.159905433654785,0.483517587184906,8.676387786865234
39,390,9.158446311950684,0.48329904675483704,8.67514705657959
40,400,9.156267166137695,0.48309850692749023,8.673168182373047
41,410,9.152729034423828,0.4829552471637726,8.669774055480957
42,420,9.146387100219727,0.4829334616661072,8.663454055786133
43,430,9.133500099182129,0.483123779296875,8.650376319885254
44,440,9.103316307067871,0.4836057424545288,8.619710922241211
45,450,9.024145126342773,0.48409223556518555,8.540053367614746
46,460,8.816927909851074,0.48329079151153564,8.333637237548828
47,470,8.487606048583984,0.32264572381973267,8.164959907531738
48,480,8.158951759338379,0.6324566006660461,7.526494979858398
49,490,7.868127822875977,0.462175190448761,7.405952453613281
50,500,7.698569297790527,0.5626800656318665,7.135889053344727
51,510,7.545985221862793,0.538818895816803,7.007166385650635
52,520,7.4234418869018555,0.49204856157302856,6.931393146514893
53,530,7.335399150848389,0.4343596398830414,6.9010396003723145
54,540,7.26762580871582,0.4026340842247009,6.864991664886475
55,550,7.202737808227539,0.54197096824646,6.6607666015625
56,560,7.140625,0.3995237350463867,6.741101264953613
57,570,7.082271575927734,0.5306133031845093,6.5516581535339355
58,580,7.0203857421875,0.4311788082122803,6.589207172393799
59,590,6.963823318481445,0.4505871534347534,6.513236045837402
60,600,6.912059783935547,0.4307864308357239,6.481273174285889
61,610,6.8545098304748535,0.4986914396286011,6.355818271636963
62,620,6.79180908203125,0.4852514863014221,6.306557655334473
63,630,6.724886417388916,0.4686007797718048,6.256285667419434
64,640,6.664350509643555,0.5362571477890015,6.128093242645264
65,650,6.582364082336426,0.4886550009250641,6.0937089920043945
66,660,6.511893272399902,0.44094300270080566,6.070950508117676
67,670,6.438299179077148,0.5088732242584229,5.929426193237305
68,680,6.355905532836914,0.4424234926700592,5.913482189178467
69,690,6.268907070159912,0.4873533844947815,5.781553745269775
70,700,6.1767191886901855,0.46734899282455444,5.709370136260986
71,710,6.0788116455078125,0.46533697843551636,5.6134748458862305
72,720,5.973203659057617,0.47214046120643616,5.501063346862793
73,730,5.860856533050537,0.4479473829269409,5.412909030914307
74,740,5.873101234436035,0.7230230569839478,5.150078296661377
75,750,5.652348518371582,0.429942786693573,5.222405910491943
76,760,5.5487284660339355,0.4162742495536804,5.1324543952941895
77,770,5.4258856773376465,0.5132099390029907,4.912675857543945
78,780,5.301420211791992,0.5051023960113525,4.7963175773620605
79,790,5.327548027038574,0.7605197429656982,4.567028522491455
80,800,5.134169578552246,0.672015905380249,4.462153434753418
81,810,4.941745281219482,0.4971217215061188,4.4446234703063965
82,820,4.841681480407715,0.5730044841766357,4.268677234649658
83,830,4.933990001678467,0.22652897238731384,4.707460880279541
84,840,4.650839805603027,0.3627779483795166,4.288061618804932
85,850,4.532412052154541,0.41460543870925903,4.117806434631348
86,860,4.439050197601318,0.5591247081756592,3.879925489425659
87,870,4.335905075073242,0.5358065366744995,3.8000986576080322
88,880,4.240845680236816,0.5447418689727783,3.696103572845459
89,890,4.478443145751953,0.921251654624939,3.5571913719177246
90,900,4.127676010131836,0.6592066287994385,3.4684691429138184
91,910,3.9855411052703857,0.48023077845573425,3.505310297012329
92,920,3.911044120788574,0.5293393135070801,3.381704807281494
93,930,3.8389804363250732,0.4192170798778534,3.4197633266448975
94,940,4.495704174041748,0.09621106088161469,4.399493217468262
95,950,3.6957333087921143,0.45705240964889526,3.238680839538574
96,960,3.640967607498169,0.5351378917694092,3.1058297157287598
97,970,3.5912857055664062,0.4080340564250946,3.1832516193389893
98,980,3.5136771202087402,0.5268126726150513,2.9868645668029785
99,990,3.446540594100952,0.4939405918121338,2.9526000022888184
100,1000,3.383298397064209,0.4887305498123169,2.8945679664611816
101,1010,3.620483875274658,0.20652657747268677,3.413957357406616
102,1020,3.713660478591919,0.16242972016334534,3.5512306690216064
103,1030,3.3349170684814453,0.7074836492538452,2.6274335384368896
104,1040,3.1947097778320312,0.5114737749099731,2.6832358837127686
105,1050,3.152266502380371,0.44002753496170044,2.7122390270233154
106,1060,3.096113920211792,0.5019712448120117,2.5941426753997803
107,1070,3.0508317947387695,0.5319511890411377,2.518880605697632
108,1080,3.00112247467041,0.5201370716094971,2.480985403060913
109,1090,2.9525556564331055,0.4893267750740051,2.463228940963745
110,1100,2.9096429347991943,0.5334420204162598,2.3762009143829346
111,1110,4.005516052246094,1.4138141870498657,2.5917019844055176
112,1120,2.912510395050049,0.6907960176467896,2.2217142581939697
113,1130,2.8445234298706055,0.37482181191444397,2.4697015285491943
114,1140,2.7898123264312744,0.5945570468902588,2.1952552795410156
115,1150,2.7473642826080322,0.4188026487827301,2.328561544418335
116,1160,2.6940150260925293,0.4844769239425659,2.209538221359253
117,1170,2.6569318771362305,0.49258625507354736,2.1643455028533936
118,1180,2.6224019527435303,0.47412845492362976,2.148273468017578
119,1190,2.586702346801758,0.5219536423683167,2.064748764038086
120,1200,2.6770122051239014,0.7534588575363159,1.9235533475875854
121,1210,3.033353328704834,0.15199755132198334,2.8813557624816895
122,1220,2.6597166061401367,0.7819799184799194,1.8777368068695068
123,1230,2.512333631515503,0.3945380747318268,2.117795467376709
124,1240,2.453397750854492,0.500771701335907,1.9526259899139404
125,1250,2.4345033168792725,0.5683407783508301,1.8661625385284424
126,1260,2.3982386589050293,0.5373651385307312,1.8608735799789429
127,1270,2.3688557147979736,0.531350314617157,1.8375054597854614
128,1280,2.3398942947387695,0.4853428900241852,1.8545514345169067
129,1290,2.3127574920654297,0.524455726146698,1.788301706314087
130,1300,2.7245965003967285,1.0218000411987305,1.7027965784072876
131,1310,2.3428173065185547,0.6895061731338501,1.653311014175415
132,1320,2.281456470489502,0.41598325967788696,1.8654732704162598
133,1330,2.280414342880249,0.6351785063743591,1.6452357769012451
134,1340,2.2402546405792236,0.42089611291885376,1.8193585872650146
135,1350,2.2010316848754883,0.5385761857032776,1.662455439567566
136,1360,2.177215099334717,0.5344990491867065,1.6427159309387207
137,1370,2.1526615619659424,0.5017238855361938,1.6509376764297485
138,1380,2.130436897277832,0.5071138143539429,1.6233232021331787
139,1390,2.109042167663574,0.5199905633926392,1.589051604270935
140,1400,2.0875675678253174,0.497952401638031,1.5896151065826416
141,1410,2.067378044128418,0.48757898807525635,1.5797991752624512
142,1420,2.8963823318481445,0.0934901088476181,2.8028922080993652
143,1430,2.660043478012085,0.13669195771217346,2.5233514308929443
144,1440,2.3081610202789307,0.9004259705543518,1.407734990119934
145,1450,2.0581753253936768,0.3986380696296692,1.6595371961593628
146,1460,2.0101845264434814,0.48676276206970215,1.5234217643737793
147,1470,1.9937585592269897,0.5453537702560425,1.4484047889709473
148,1480,1.9723320007324219,0.5024107694625854,1.4699212312698364
149,1490,1.955087661743164,0.488707959651947,1.4663796424865723
150,1500,1.9360463619232178,0.5160848498344421,1.4199615716934204
151,1510,1.918533205986023,0.5179001092910767,1.4006330966949463
152,1520,1.9012404680252075,0.5110280513763428,1.3902124166488647
153,1530,1.8843142986297607,0.5098617076873779,1.3744525909423828
154,1540,1.8675694465637207,0.5146773457527161,1.3528920412063599
155,1550,1.8514201641082764,0.5271613001823425,1.3242589235305786
156,1560,2.305346965789795,1.0586597919464111,1.2466872930526733
157,1570,1.9788261651992798,0.7894866466522217,1.189339518547058
158,1580,2.2396903038024902,0.18599987030029297,2.0536904335021973
159,1590,1.8367680311203003,0.5408363342285156,1.2959316968917847
160,1600,1.8748905658721924,0.6710847616195679,1.2038058042526245
161,1610,1.8096413612365723,0.526492178440094,1.2831491231918335
